"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.beam.examples.common","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\common\ExampleUtils.java","3","68","Possible God Class (WMC=55, ATFD=70, TCC=32.500%)","Design","GodClass"
"2","org.apache.beam.examples.common","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\common\ExampleUtils.java","3","68","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.examples.complete","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\AutoComplete.java","3","516","Access to field `CreateDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.complete","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\AutoComplete.java","3","519","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"3","org.apache.beam.examples.complete","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\AutoComplete.java","3","520","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.complete","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\TrafficMaxLaneFlow.java","3","108","The class 'LaneInfo' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=9, WMC=11)","Design","DataClass"
"1","org.apache.beam.examples.complete.datatokenization","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\datatokenization\DataTokenization.java","3","219","The method 'run(DataTokenizationOptions)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.beam.examples.complete.datatokenization.utils","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\datatokenization\utils\CsvConverters.java","3","85","The method 'buildJsonString(List<String>, List<String>, String)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.beam.examples.complete.datatokenization.utils","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\datatokenization\utils\ErrorConverters.java","3","277","Access to field `UNBOUNDED` on foreign value `PCollection.IsBounded` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.complete.datatokenization.utils","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\datatokenization\utils\SchemasUtils.java","3","138","Access to field `OK` on foreign value `MatchResult.Status` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.complete.game","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\game\StatefulTeamScore.java","3","217","Access to field `score` on foreign value `gInfo` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.complete.game.injector","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\Injector.java","3","355","Consider using a try-with-resources statement instead of explicitly closing the resource","Best Practices","UseTryWithResources"
"2","org.apache.beam.examples.complete.game.injector","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\Injector.java","3","370","The method 'main(String[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.beam.examples.complete.game.injector","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\Injector.java","3","370","The method 'main(String[])' has an NPath complexity of 312, current threshold is 200","Design","NPathComplexity"
"1","org.apache.beam.examples.complete.kafkatopubsub","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\kafkatopubsub\KafkaPubsubConstants.java","3","21","The class 'KafkaPubsubConstants' is suspected to be a Data Class (WOC=0.000%, NOPA=5, NOAM=0, WMC=0)","Design","DataClass"
"1","org.apache.beam.examples.complete.kafkatopubsub","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\kafkatopubsub\KafkaToPubsub.java","3","191","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"2","org.apache.beam.examples.complete.kafkatopubsub","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\kafkatopubsub\KafkaToPubsub.java","3","198","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"3","org.apache.beam.examples.complete.kafkatopubsub","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\kafkatopubsub\KafkaToPubsub.java","3","216","Access to field `AVRO` on foreign value `FormatTransform.FORMAT` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.complete.kafkatopubsub.avro","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\complete\kafkatopubsub\avro\AvroDataClass.java","3","28","The class 'AvroDataClass' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=7)","Design","DataClass"
"1","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\BigQueryTornadoes.java","3","204","Call to `getReadMethod` on foreign value `options` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\CombinePerKeyExamples.java","3","200","Access to field `CreateDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\CombinePerKeyExamples.java","3","201","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\FilterExamples.java","3","252","Access to field `CreateDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\FilterExamples.java","3","253","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\MaxPerKeyExamples.java","3","157","Access to field `CreateDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.cookbook","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\cookbook\MaxPerKeyExamples.java","3","158","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.snippets","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\snippets\Snippets.java","3","860","Access to field `Method` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.snippets","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\snippets\Snippets.java","3","863","Access to field `CreateDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"3","org.apache.beam.examples.snippets","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\snippets\Snippets.java","3","864","Access to field `WriteDisposition` on foreign value `BigQueryIO.Write` (degree 1)","Design","LawOfDemeter"
"4","org.apache.beam.examples.snippets","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\snippets\Snippets.java","3","1159","The class 'TextSentiments' is suspected to be a Data Class (WOC=20.000%, NOPA=0, NOAM=4, WMC=5)","Design","DataClass"
"1","org.apache.beam.examples.subprocess","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\SubProcessPipelineOptions.java","3","85","Access to field `concurrency` on foreign value `configuration` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.subprocess.configuration","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\configuration\SubProcessConfiguration.java","3","27","The class 'SubProcessConfiguration' is suspected to be a Data Class (WOC=0.000%, NOPA=5, NOAM=10, WMC=10)","Design","DataClass"
"1","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessIOFiles.java","3","37","The class 'SubProcessIOFiles' is suspected to be a Data Class (WOC=28.571%, NOPA=0, NOAM=5, WMC=15)","Design","DataClass"
"1","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","63","Avoid unused local variables such as 'permit'.","Best Practices","UnusedLocalVariable"
"2","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","87","Avoid unused local variables such as 'permit'.","Best Practices","UnusedLocalVariable"
"3","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","120","Access to field `resultFile` on foreign value `outPutFiles` (degree 1)","Design","LawOfDemeter"
"4","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","124","Access to field `ordinalPosition` on foreign value `s` (degree 1)","Design","LawOfDemeter"
"5","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","127","Access to field `errFile` on foreign value `outPutFiles` (degree 1)","Design","LawOfDemeter"
"6","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","128","Access to field `outFile` on foreign value `outPutFiles` (degree 1)","Design","LawOfDemeter"
"7","org.apache.beam.examples.subprocess.kernel","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java","3","142","Access to field `value` on foreign value `c` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.subprocess.utils","C:\User\pavan\Projects\beam\examples\java\src\main\java\org\apache\beam\examples\subprocess\utils\ExecutableFile.java","3","29","The class 'ExecutableFile' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=5, WMC=11)","Design","DataClass"
"1","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","164","Access to field `myNumeric` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"2","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","175","Access to field `myStruct` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"3","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","175","Access to field `myStruct` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"4","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","178","Avoid unused private methods such as 'fieldValueListToStrings(FieldValueList)'.","Best Practices","UnusedPrivateMethod"
"5","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","181","Access to field `myString` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"6","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","182","Access to field `myInt64` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"7","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","183","Access to field `myFloat64` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"8","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","184","Access to field `myNumeric` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"9","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","185","Access to field `myBoolean` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"10","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","186","Access to field `myBytes` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"11","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","188","Access to field `myDate` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"12","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","189","Access to field `myDateTime` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"13","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","190","Access to field `myTime` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"14","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","191","Access to field `myTimestamp` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"15","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","196","Access to field `myGeography` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"16","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","198","Access to field `myArray` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"17","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","204","Access to field `myStruct` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"18","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","205","Access to field `myStruct` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"19","org.apache.beam.examples.snippets.transforms.io.gcp.bigquery","C:\User\pavan\Projects\beam\examples\java\src\test\java\org\apache\beam\examples\snippets\transforms\io\gcp\bigquery\BigQuerySamplesIT.java","3","206","Access to field `myStruct` on foreign value `data` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.twitterstreamgenerator","C:\User\pavan\Projects\beam\examples\java\twitter\src\main\java\org\apache\beam\examples\twitterstreamgenerator\TwitterConfig.java","3","30","The class 'TwitterConfig' is suspected to be a Data Class (WOC=20.000%, NOPA=0, NOAM=8, WMC=14)","Design","DataClass"
"2","org.apache.beam.examples.twitterstreamgenerator","C:\User\pavan\Projects\beam\examples\java\twitter\src\main\java\org\apache\beam\examples\twitterstreamgenerator\TwitterConfig.java","3","45","Access to field `filters` on foreign value `builder` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.twitterstreamgenerator","C:\User\pavan\Projects\beam\examples\java\twitter\src\main\java\org\apache\beam\examples\twitterstreamgenerator\TwitterIO.java","3","74","Access to field `twitterConfigs` on foreign value `builder` (degree 1)","Design","LawOfDemeter"
"1","org.apache.beam.examples.webapis","C:\User\pavan\Projects\beam\examples\java\webapis\src\main\java\org\apache\beam\examples\webapis\HttpImageClient.java","3","59","The method 'call(KV<String, ImageRequest>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.beam.examples.webapis","C:\User\pavan\Projects\beam\examples\java\webapis\src\main\java\org\apache\beam\examples\webapis\Images.java","3","93","Avoid unused private methods such as 'displayOf(ImageResponse)'.","Best Practices","UnusedPrivateMethod"
"1","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineLauncher.java","3","117","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineLauncher.java","3","136","Access to field `sdk` on foreign value `builder` (degree 1)","Design","LawOfDemeter"
"3","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineLauncher.java","3","139","Access to field `pipeline` on foreign value `builder` (degree 1)","Design","LawOfDemeter"
"4","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineLauncher.java","3","283","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineOperator.java","3","34","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\PipelineOperator.java","3","144","Avoid unused private methods such as 'waitForConditionAndExecute(Config, Supplier<Boolean>[], ThrowingConsumer<IOException, Config>)'.","Best Practices","UnusedPrivateMethod"
"1","org.apache.beam.it.common","C:\User\pavan\Projects\beam\it\common\src\main\java\org\apache\beam\it\common\TestProperties.java","3","46","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.common.utils","C:\User\pavan\Projects\beam\it\common\src\test\java\org\apache\beam\it\common\utils\ResourceManagerUtilsTest.java","3","31","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.elasticsearch","C:\User\pavan\Projects\beam\it\elasticsearch\src\test\java\org\apache\beam\it\elasticsearch\ElasticsearchUtilsTest.java","3","32","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.gcp","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\LoadTestBase.java","3","68","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.gcp.bigquery","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigquery\BigQueryResourceManager.java","3","57","Possible God Class (WMC=54, ATFD=38, TCC=30.994%)","Design","GodClass"
"2","org.apache.beam.it.gcp.bigquery","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigquery\BigQueryResourceManager.java","3","57","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.beam.it.gcp.bigtable","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigtable\BigtableResourceManager.java","3","80","Possible God Class (WMC=72, ATFD=38, TCC=26.144%)","Design","GodClass"
"2","org.apache.beam.it.gcp.bigtable","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigtable\BigtableResourceManager.java","3","80","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","org.apache.beam.it.gcp.bigtable","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigtable\BigtableResourceManager.java","3","327","The method 'createTable(String, BigtableTableSpec)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.apache.beam.it.gcp.bigtable","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigtable\BigtableResourceManager.java","3","406","The method 'createAppProfile(String, boolean, List<String>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.beam.it.gcp.bigtable","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\bigtable\BigtableTableSpec.java","3","25","The class 'BigtableTableSpec' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=7, WMC=8)","Design","DataClass"
"1","org.apache.beam.it.gcp.dataflow","C:\User\pavan\Projects\beam\it\google-cloud-platform\src\main\java\org\apache\beam\it\gcp\dataflow\AbstractPipelineLauncher.java","3","184","The method 'getMetrics(String, String, String)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
